x,y,label
-30.47706717575941,7.543164041641355,2
16.34647523964899,17.679472437826693,1
4.561074077139944,17.61204280055005,0
5.182980954243515,20.538225329306936,0
5.750698764947559,21.351742424417832,0
16.67029981676945,14.662954632291072,1
16.38424080445776,11.608652951603545,1
-25.177691602123666,12.997075372843746,2
25.0369114484469,15.453817837789677,1
5.235742596171858,18.25139482627245,0
-23.39083136610455,8.93909452371651,2
-19.946947961717665,9.155496755388299,2
-17.056244953637055,6.316151125713088,2
2.6276779937017416,18.943905755596354,0
18.798965772460804,12.324113133862976,1
19.91241776382077,15.289567597880298,1
23.301009868299566,15.058077534792037,1
-22.662270783432287,10.581539320371489,2
3.2846145041665933,18.111397155578217,0
-22.8148340038632,3.5510288248519073,2
15.985561873672935,17.01127871805469,1
-23.135079249223857,11.759063592217217,2
5.4350526341307335,21.514944406799845,0
3.7403170976008693,19.887345811755285,0
5.667870469399523,20.332691663665784,0
23.288950956970115,17.847973746643653,1
3.456119904931094,18.959081667918564,0
16.305002126850027,14.730481860562051,1
-14.406076266081897,8.648098087883929,2
-17.63770254693483,11.604811840372399,2
20.319972720981028,14.927533558483415,1
-29.680798151050624,8.840833703404071,2
-19.139937217401133,5.879496649356655,2
-19.492189912388945,13.96117213225062,2
-29.973420926509966,12.741401882002812,2
21.774399037809182,16.864160379394527,1
2.8711368598589866,20.155973081933254,0
3.4121087295823695,20.011138759101986,0
3.68377043219227,21.58488759243493,0
18.183993628212537,18.97616936765811,1
22.438053037752532,16.345290224872503,1
-31.941219028909856,10.40732239191241,2
-26.836575625870026,7.892734238899514,2
-20.460890609732193,9.402532479135335,2
6.920138459562645,20.281058288821843,0
24.804525983243487,13.522282318472797,1
-22.518914378907937,12.539742138809817,2
-21.637320832280263,10.665762646682804,2
5.039814218187289,20.05710843977148,0
-14.983383844426386,6.9802700318211715,2
5.5339032736910045,18.809357249140334,0
13.503563117713474,15.546227808125026,1
-23.109360042604244,11.014476126057186,2
-21.98117472213606,9.768056712130063,2
-21.05309644296068,7.871421898165991,2
4.142946707028133,21.53942436761306,0
21.87711135965965,17.62030657727409,1
5.039023715579179,18.179475586633373,0
-16.718870187125518,10.233076433119615,2
20.06485343259445,17.442529308055008,1
17.767467032387312,18.26854334822392,1
14.03623131213391,11.798311087554598,1
4.998664737097084,16.910884623192302,0
4.275719208258946,21.597491478661997,0
-18.442531302413734,11.381075308094116,2
4.802076060918084,18.635507201363687,0
3.1047409490829123,20.501352313815207,0
17.15646558092806,18.96665648461353,1
4.000351328401402,20.238754258332605,0
19.61472303467705,13.395129035056211,1
-19.58000914421543,9.5577568343816,2
-21.274777556743935,10.635211248533915,2
14.674251320279971,12.675207018894184,1
18.76233929887188,16.803311164567756,1
12.906102848640217,11.71738973002999,1
-28.221853523744194,7.3721814289526915,2
4.35350629304337,21.610082203650236,0
20.561037584878214,14.757413310658979,1
19.216772095676067,20.213657412318774,1
-18.4675070924974,9.363548000306887,2
-14.880323265579129,9.165943591786748,2
5.52597966979582,22.151508197151884,0
14.427199190338131,14.560398989125096,1
20.140368705141285,17.527226858219727,1
5.851953583888724,21.372662201324196,0
4.114533534524149,19.74265261303002,0
3.343948268323668,18.67064896367213,0
-24.379223810965556,7.453132526256253,2
4.20416473237417,16.37701332732311,0
18.33534116382645,16.88476840458057,1
4.932169450286688,21.379254312023672,0
19.706390867479044,17.96874429443165,1
22.134401764101604,12.85504817836596,1
5.010256261994741,20.332742311255178,0
4.794693265762484,19.34293442537113,0
-14.822672611106672,8.879325948454747,2
4.835583872926056,17.308098299266668,0
18.201120792263897,18.3195088955152,1
5.968255332250219,18.791404297129354,0
-21.683952151370626,9.849629758394547,2
